settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
33,41.42,32.126,33.544,25.36,12.74,10.478,11.58,20.15,-0.624,-0.658,-0.862,-0.878,19.222,19.26,39.946,12.484,11.992,74.762,-73.148,232.81,217.2,432.6,-20.28,223.92,17.722,120.86,123.784,48.58,230.832,230.076,230.202,0,731.476,19.04,9.804,-0.008,32.91,41.48,6.08,19.284,770.52,43.442,29.84,35.282,38.81,733.2,694.8,-1.6,73.9,300.1,0,-5.3,300.1,7.596,79.92,72.43,14.302,0,0,4.978,645.08,636.66,632.334,0,-4.978,0,21.47,68.13,63.542,65.648,18.8,433.726,23.396,23.554,23.592,17.58,64.54,20.336,20.928,-1.14,90.402,-1.6,-0.8,16.294,148.6,147.8,-1.082,2.958,14.106,12.84,12.32,12.92,98.714,26.86,0,15.62,6.54,45.52,30.438,397.8,0,441.9,26.41,29.33,24.668,20.274,24.448,40.886,46.704,101.98,101,105.92,75.4,-0.002,0,0,-0.006,0,-0.006,33.06,25.294,500.904,-14.632,-34.272,648.008,-6.592,57.694,62.196,118.432,112.52,103.932,132.42,223.052,229.52,36.99,589.448,588.624,1215.4,-60.694,133.76,5.408,570.86,110.52,-0.16,38.51,32.484,-0.888,-0.568,123.866,15.328,1.098,0,-1.6,0,19.62,14.64,13.48,13.24,730.5,-0.1,23.918,28.948,709.96,40.714,14.2,10.58,297.716,285.2,280.436,869.8,3.564,14.622,81.97,0,430.6,442,432,427.8,433,0.02,43.74,81.198,75.868,27.134,18.732,159.2,1.848,1.518,698.16,35.996,28.068,300.7,301.4,311.5,-64.18,732.4,379.04,-0.262,0,0,57.918,0,35.756,48.414,636.4,418.4,52.926,32.06,599.92,600.38,40.78,40.608,25.564,652.1,303.4,354,283.4,234.6,49.628,51.122,34.578,57.788,-0.6,-0.6,-0.4,5.168,6.9,6.9,100.892,134.976,627.6,646.472,-55.4,-1.946,36.816,0,0,0,0,0,0,0,370.332,371.56,380.154,-0.732,0.006,131.048,129.388,35.618,26.556,34.07,24,44.83,44.462,172.204,317.528,318.654,158.72,93.642
34,47.06,31.976,30.802,26.28,21.956,12.098,9.48,23.254,-0.594,-0.656,-0.88,-0.884,17.676,7.332,27.98,11.634,6.44,71.942,-73.464,231.09,192.2,433.4,-18.98,216.36,27.148,112.48,138.126,42.08,234.612,234.36,234.36,0,731.62,19.322,12.302,-0.008,32.258,43.462,6.118,11.742,774.27,50.578,33.81,37.752,44.852,733,694,-1.4,238.1,300,0,-5.2,300,3.424,77.88,67.71,8.964,0,0,0,645.1,628.28,639.41,0,0,0,40.828,49.43,113.158,119.188,6.28,432.286,23.594,23.552,23.564,11.45,48.86,20.382,20.966,90.032,90.354,-1.62,87.78,16.314,148.6,147.9,-1.084,1.466,20.824,20.04,20.28,25.74,98.698,6.192,0,13.42,6.28,48.754,32.656,413.9,0,442,27.35,29.34,40.1,23.442,38.37,38.284,52.49,120.36,101.86,68.5,55.62,-0.002,0,-0.002,-0.006,0,-0.006,39.66,26.482,501.256,-14.608,-34.208,645.488,-6.68,38.914,46.896,221.992,106.02,85.392,161.84,300.352,304.982,39.664,588.696,588.464,1166.2,-61.064,133.72,5.496,526.16,-7.526,-0.16,22.18,34.762,-0.894,-0.566,156.552,29.202,0.666,0,-1.4,0,34.08,25.64,26.6,26.9,729.72,-0.12,20.602,27.938,709.32,29.774,15.74,8.42,297.796,284.22,280.256,869.2,4.434,14.762,62.08,0,432.6,443.4,433.2,428.8,433.8,0.02,43.06,100.158,79.486,21.44,23.016,416.8,1.666,1.824,697.74,45.372,26.576,300.8,301.3,303.5,-64.04,762.6,378.98,-0.268,0,0,41.554,0,32.016,52.83,522.6,430.8,49.678,30.44,600.18,600.46,40.762,40.71,25.53,618.7,301.6,301.6,251.4,247.5,37.852,40.472,29.984,55.708,-0.8,-0.7,-0.5,0.958,7.4,7.4,142.732,198.234,627.136,646.072,-55.192,-1.994,34.192,0,0,0,0,0,0,0,397.044,396.2,421.912,-0.504,-0.252,126.908,147.668,39.166,26.602,39.722,11.766,44.66,39.014,172.01,303.586,315.334,131.36,116.142
35,46.22,29.084,35.838,36.94,24.938,12.36,11.36,20.302,-0.592,-0.652,-0.866,-0.874,14.486,3.582,12.996,13.87,10.302,62.81,-73.89,232.99,190.2,322.6,-17.12,241.56,22.63,71.12,130.964,54.48,228.438,228.816,228.564,0,731.06,19.998,17.164,-0.008,34.248,22.652,4.408,16.114,771.96,58.154,52.064,54.006,54.612,732.2,695,-1.5,283.9,300.1,0,-5.2,300.1,4.954,76.56,63.78,20.006,0,0,0,644.3,634.98,635.944,0,0,0,46.484,28.79,121.168,120.628,15,433.438,23.6,23.554,23.566,3.588,45.42,20.344,20.946,90.39,90.372,87.62,89.12,16.3,148.5,147.8,-1.084,3.784,21.726,22.58,25.94,26.64,98.748,11.318,0,9.06,3.54,50.164,36.374,405.4,0,441.8,26.86,29.35,31.63,27.56,30.54,16.79,37.588,127.22,117.34,67.64,83.76,-0.002,0,-0.002,-0.006,0,-0.006,27.48,25.696,501.12,-14.496,-34.48,648.8,-6.824,64.754,73.616,267.112,207.42,102.912,231.052,302.698,335.244,31.436,588.608,588.768,1140.8,-61.074,133.65,5.744,595.86,-8.142,-0.16,45.43,24.686,-0.898,-0.57,129.012,33.798,0.556,0,-1.6,0,32.72,22.8,22,22.38,730.5,-0.1,7.4,20.176,709.8,26.958,14.62,7.62,297.736,272.46,280.316,869.4,3.066,14.686,57.74,0,433,444,433.6,429.4,435.2,-0.01,58.24,72.538,62.466,15.666,12.284,419.4,1.612,4.768,697.74,43.882,26.602,300.7,301.3,301.7,-64.12,747.4,378.92,-0.266,0,0,56.914,0,19.214,45.7,523,417,49.846,35.834,600.22,600.42,40.754,40.732,29.462,624.3,301.6,328.8,260.4,249.6,31.494,29.958,18.404,48.408,-0.6,-0.7,-0.4,5.714,10.2,10.2,130.352,234.132,627.76,644.616,-55.288,-1.974,36.582,0,0,0,0,0,0,0,421.05,423.32,434.562,-0.47,0.018,102.548,113.308,37.526,24.218,29.228,7.312,44.23,47.938,176.808,265.886,289.394,143.9,135.222
36,46.2,28.61,29.762,29.32,17.15,9.922,21.08,16.89,-0.584,-0.656,-0.862,-0.872,15.524,8.502,25.144,31.16,24.766,48.234,-74.102,233.31,190,204.6,-18.96,210.24,12.022,63.38,131.858,82.1,220.752,220.752,220.878,0,724.698,19.782,12.5,-0.01,27.86,36.456,5.344,15.19,772.82,44.192,36.744,39.692,40.166,732.8,694.4,-1.5,276.9,300,0,-5.2,300,4.102,75.44,60.696,14.098,0,0,0,633.56,632.66,632.976,0,0,0,37.274,27.708,98.534,109.208,15.42,432.142,23.606,23.538,23.564,5.032,70.6,20.324,20.938,90.392,82.478,3.92,82.14,16.294,148.6,147.8,-1.082,4.36,19.826,20.7,24.3,22.36,98.654,24.536,-0.002,6.7,3.02,44.2,37.616,400.6,0,441.9,26.57,29.31,31.292,34.282,30.47,13.104,28.836,114.56,109.54,102.76,106,-0.002,0,0,-0.006,0,-0.006,26.78,22.966,501.192,-14.496,-34.528,646.352,-6.864,71.054,93.716,328.572,250.16,188.372,289.222,348.118,348.372,41.498,587.976,588.368,1141.4,-61.012,133.6,5.778,488.07,-8.168,-0.17,48.52,20.016,-0.898,-0.568,116.542,41.202,0.208,0,-1.6,0,22.84,16.24,15.86,15.76,730.3,-0.1,11.618,42.774,709.66,21.312,7.66,10.1,297.896,265.34,279.736,868.6,4.758,14.624,70.37,0,433,444.2,434,429.8,435,-0.01,111.31,89.998,46.468,24.55,24.136,390.8,3.884,5.362,680.72,46.08,27.964,300.8,301.3,301.7,-64.12,771.2,378.44,-0.26,0,0,42.506,0,19.7,60.348,489.4,359.8,34.434,32.752,600.18,600.44,40.768,40.712,36.394,613.8,282,287,286.7,253.4,32.698,22.94,14.788,48.288,-0.8,-0.7,-0.5,8.506,6.6,6.6,240.312,348.736,627.544,646.72,-55.352,-1.994,29.312,0,0,0,0,0,0,0,413.21,416.14,432.086,-0.61,-0.346,96.008,104.648,37.022,26.572,23.028,12.78,44.27,44.246,160.386,254.126,240.874,150.72,195.442
37,41.34,30.094,35.422,45.54,32.412,13.994,21.62,10.982,-0.586,-0.648,-0.872,-0.868,5.88,10.152,30.582,27.792,22.194,40.166,-73.682,233.07,190.2,201.2,-18.1,211.32,19.68,78.5,127.052,86.34,217.476,217.098,217.098,0,719.436,19.952,7.444,-0.008,40.746,40.774,5.486,17.642,768.95,69.756,42.194,67.134,64.172,732.6,693.4,-1.5,178.7,300.1,0,-5.2,300,5.06,71.22,53.716,14.762,0,0,0,634.42,633.9,634.64,0,0,0,32.656,39.67,94.096,98.728,11.56,434.878,23.59,23.552,23.574,5.626,61.72,20.332,20.948,90.418,-1.14,-1.62,-1.66,16.3,148.5,147.8,-1.07,3.746,22.566,22.78,24.04,22.84,98.732,24.434,-0.014,6.16,2.82,40.146,32.804,402,0,442,26.74,29.34,32.78,39.346,32.332,22.606,38.868,93.8,103.32,110.18,102.54,-0.002,0,0,-0.006,0,-0.004,38,19.258,501.184,-14.32,-34.504,648.176,-6.84,88.974,94.716,397.232,365.38,311.512,321.726,371.002,355.938,40.53,587.6,588.432,1219.6,-61.096,133.47,5.018,400.76,8.678,-0.16,42.96,25.43,-0.902,-0.564,144.858,31.512,0.72,0,-1.6,0,26.92,20.08,21.58,21.38,730.5,-0.1,34.092,86.776,709.52,6.574,10.14,11.28,297.616,258.14,275.776,867.6,3.804,14.646,82.83,0,433.2,444.6,433.8,429.6,435,0,118.21,170.478,105.088,24.484,20.786,394.4,8.736,6.094,701.76,60.792,28.478,300.7,301.2,301.7,-64.18,772,378.54,-0.258,0,0,34.398,0,26.496,37.47,419.2,279.4,29.832,26.244,599.84,600.42,40.758,40.708,25.008,549.1,212.6,212.4,213.6,207.5,27.7,35.296,29.826,55.508,-0.8,-0.7,-0.4,3.66,5.1,5.1,395.552,407.652,627.968,647.12,-55.312,-1.942,31.872,0,0,0,0,0,0,0,311.794,312.72,328.542,-0.534,-0.282,101.808,95.648,41.75,26.566,35.032,15.82,44.67,47.596,142.482,301.288,207.194,133.9,203.762
38,46.26,28.116,34.418,45.76,27.14,16.166,19.14,9.334,-0.58,-0.65,-0.858,-0.872,14.478,7.556,38.21,15.184,16.278,43.036,-72.514,228.73,210.4,225.6,-17.66,217.62,17.27,91.86,99.038,66.32,228.816,227.304,227.43,0,688.322,20.042,9.122,-0.008,42.694,58.728,7.652,15.344,770.6,104.066,76.306,95.26,91.05,732,694.4,-1.6,287.1,261.9,0,29.1,219,3.172,65.28,45.382,12.65,0,0,0,639.16,638.12,638.964,0,0,0,41.64,25.25,66.486,67.426,9.1,430.848,23.604,23.55,23.566,11.006,75.66,20.368,20.976,90.392,-0.042,-1.66,-0.04,16.322,148.6,147.7,-1.076,2.796,15.804,15.88,16.52,13.9,98.712,27.504,-0.008,6.86,2.96,27.576,27.366,410.6,0,442.6,27.49,29.38,22.878,26.356,22.258,10.998,37.378,55.76,86.66,73.5,61.74,-0.002,0,0,-0.004,0,-0.004,42.06,18.436,500.72,-13.784,-34.008,645.72,-6.848,91.794,96.156,394.252,396.64,387.952,325.314,362.58,355.262,19.478,587.568,588.176,1149.4,-60.702,132.22,4.948,420.06,20.66,-0.16,46.36,42.238,-0.908,-0.574,148.034,30.95,0.402,0,-1.6,0,20.7,16.66,17.5,17.9,730.08,-0.08,82.494,110.236,709.4,17.594,11.58,7.16,297.036,250.4,264.456,866.4,3.184,14.63,82.94,0,434.2,444.4,434.4,430.8,435.6,0.04,78.44,254.938,204.648,27.044,33.046,417.4,12.918,6.422,699.6,53.07,28.402,300.8,301.3,301.7,-64.14,772.8,378.9,-0.272,0,0,24.214,0,33.558,39.826,463.6,282.6,48.902,37.226,600.78,600.44,40.744,40.712,31.394,643.1,202,234.4,201.6,206.6,18.288,24.924,19.578,46.468,-0.6,-0.6,-0.4,6.51,6.5,6.5,395.952,407.054,627.464,647.208,-55.136,-2.092,36.91,0,0,0,0,0,0,0,371.212,373,375.596,-0.052,0.186,131.568,105.488,40.978,26.616,33.31,18.64,45.13,48.676,104.496,276.126,184.874,83.5,203.562
39,44.68,24.776,34.836,52.96,35.744,16.168,21.38,12.352,-0.588,-0.652,-0.858,-0.87,14.016,9.898,18.9,21.852,15.666,54.004,-73.208,227.17,205.2,345.2,-18.86,206.46,10.836,64.12,129.236,35.92,214.074,213.318,213.318,0,734.402,17.272,11.258,-0.008,39.568,53.164,7.896,16.362,753.47,104.146,81.18,95.694,95.368,729.2,693.8,-1.6,70.2,-0.6,0,-5.2,-3.4,2.844,67.18,43.06,20.526,0,0,0,631.14,631.1,631.796,0,0,0,34.818,28.208,63.934,62.266,7.58,435.31,15.702,16.094,17.764,10.706,91.04,20.3,20.934,90.416,-0.022,-1.64,-0.02,16.29,146.8,147.1,-1.074,8.858,13.626,13.64,14,13.68,98.728,26.916,0,7.78,4.14,28.132,26.202,394.2,0,442.8,26.39,29.19,19.026,19.446,18.868,23.208,43.928,56.24,59.92,100.58,82.18,-0.002,0,0,-0.006,0,-0.006,39.6,20.998,501.384,-13.344,-33.616,649.504,-6.888,104.934,104.976,386.832,392.38,388.412,316.562,361.272,354.246,30.95,588.024,588.232,1145.2,-60.534,17.49,3.396,522.76,66.5,-0.16,47.65,55.826,-0.908,-0.576,134.328,24.458,0.158,0,-1.6,0,18.34,16.04,17.3,17.8,730.32,-0.12,103.25,100.136,709.92,13.614,11.38,10.02,294.876,264.62,249.676,866.8,0.76,14.698,83.83,0,434.2,445.8,435,431.2,436.2,-0.01,122.28,274.918,263.968,38.962,34.918,385.6,0.328,-0.09,698.78,56.302,28.474,300.7,301.2,155.5,-64.12,772,379.08,-0.262,0,0,56.506,0,38.228,33.474,562.4,392.6,93.906,83.508,600.24,600.74,31.612,36.934,32.8,725.7,213.8,245.2,201.6,198.9,13.088,22.228,24.188,47.128,-1,-0.7,-0.4,4.368,5.6,5.6,395.29,402.676,628.304,647.656,-55.36,-2.014,36.83,0,0,0,0,0,0,0,406.502,409.18,429.274,-0.722,-0.694,86.028,69.288,39.124,26.556,36.618,18.12,46.12,50.036,114.052,272.706,157.214,84.96,199.182
40,40.5,20.43,35.256,43.22,25.598,15.154,18.6,10.662,-0.584,-0.646,-0.866,-0.872,41.68,30.778,10.486,10.072,8.75,54.366,-72.916,177.33,236.8,231.2,-23.02,207.54,8.716,85.42,107.998,52.1,218.61,218.232,231.21,0,734.494,8.164,11.624,-0.008,31.758,54.082,8.238,12.456,667.5,101.584,84.382,95.654,90.506,730.8,606.6,-1.5,-0.2,-0.5,0,-5.2,-0.3,5.28,69.74,47.066,17.448,0,0,0,635.3,634.9,635.326,0,0,0,31.536,23.95,95.776,102.848,13.02,435.598,0,0,0,7.344,76.38,20.332,20.952,90.398,-0.042,-1.64,-0.04,16.304,128.5,92.7,-1.104,13.45,19.866,21.8,24.4,30,98.718,24.702,0,12.92,7.52,31.462,32.56,402.4,0,442.8,8.73,0.01,32.812,21.126,32.278,25.938,33.924,65.78,58.88,78,70.48,-0.002,0,0,-0.006,0,-0.004,34.58,18.492,500.712,-13.136,-33.568,651.064,-6.792,102.014,99.336,377.512,383.28,384.732,311.016,360.786,354.534,42.052,588.264,587.92,1146.4,-60.11,-2.24,6,465.16,121.04,-0.16,41.62,42.174,-0.906,-0.574,141.222,20.526,0.344,0,-1.4,0,27.72,22.18,23.64,23.54,730.1,-0.1,86.37,103.784,709.82,14.44,30.16,9.7,273.376,270.88,266.156,865.8,7.71,14.678,71.13,0,435.2,445.8,435.2,431.2,437,0,84.02,272.618,261.008,63.546,52,397,3.31,3.724,682.34,48,28.292,300.7,301.1,-2.7,-63.76,721.2,379.16,-0.266,0,0,55.456,0,28.75,34.1,499.2,348.2,135.672,143.62,600.46,600.44,0,0,28.942,721.9,202.2,209.4,209.6,217.9,14.812,32.94,35.982,40.888,-0.8,-0.6,-0.5,3.1,7.7,7.7,394.512,408.236,628.16,647.528,-55.32,-1.954,36.868,0,0,0,0,0,0,0,412.79,415.4,429.336,-0.49,-0.676,88.988,67.448,39.886,26.57,37.41,26.44,44.73,41.484,135.458,293.588,205.554,77.54,179.742
41,59,23.652,35.6,32.34,19.802,13.798,22.6,10.496,-0.582,-0.652,-0.85,-0.878,20.108,43.894,13.346,15.56,16.984,43.518,-72.814,142.21,324.2,221,-23.56,211.14,15.782,95.98,96.978,58.7,227.052,241.542,256.788,0,682.336,17.082,5.628,-0.008,14.624,62.546,8.234,17.052,481.28,104.926,85.07,97.472,96.04,733.4,524.2,-1.4,-0.3,-0.5,0,-5.3,-0.2,5.368,73.54,53.774,18.418,0,0,0,639.9,639.52,640.002,0,0,0,30.61,36.19,161.71,171.328,4.54,427.39,0,0,0,10.278,73.64,20.36,20.972,4.086,-0.042,-1.64,-0.02,16.322,-1.9,17.9,-1.03,16.642,33.184,39.12,40.94,54.9,98.702,28.83,-0.01,14.18,9.62,37.58,33.108,412,0,435.2,0,0,49.312,35.17,47.526,27.836,25.046,52.9,44.66,64.1,50.28,-0.002,0,0,-0.006,0,-0.006,20.2,21.052,499.816,-13.08,-33.304,650.72,-6.552,88.934,92.976,393.572,392.78,389.492,327.486,361.068,354.622,55.1,587.944,587.912,1147.8,-59.376,-2.21,5.374,596.16,176.86,-0.16,43.36,42.712,-0.922,-0.59,122.948,21.368,0.406,0,-1.6,0,37.14,27.9,29.68,29.44,551.48,-0.08,115.314,126.05,709.96,13.42,27.06,9.98,271.796,269.64,273.516,865.4,19.034,14.638,44.55,5.058,435.2,446.2,435.2,431.4,436.8,0.06,83.36,268.938,261.088,44.278,39.25,416,10.738,9.056,510.14,50.75,28.14,300.8,301.1,-2.5,-64.24,751.4,378.82,-0.26,0,0,46.544,0,21.71,58.366,730.6,522.6,136.422,140.356,600.94,600.82,0,0,32.756,823,202,249.6,115.2,203.5,40.318,40.378,34.784,34.628,-1,-0.7,-0.4,4.152,18.6,18.6,399.652,408.314,627.256,646.44,-55.112,-1.974,36.846,0,0,0,0,0,0,0,421.794,423.72,429.184,-0.074,-0.344,108.088,80.288,38.502,26.602,36.94,17.9,44.61,42.486,142.668,312.066,218.654,73.44,161.322
42,68,20.12,27.452,47.72,33.508,14.092,21.2,7.728,-0.582,-0.644,-0.852,-0.868,4.724,13.338,31.004,14.268,13.38,35.898,-72.698,157.89,329.4,220.8,-13.4,208.8,20.312,60.22,109.096,43.92,217.35,236.88,246.834,0,596.552,16.082,19.128,-0.008,23.38,68.366,10.574,11.756,481.56,105.444,86.144,98.454,97.272,732.2,441.6,-1.5,-0.2,-0.5,0,-5.3,-0.3,8.234,72.82,59.198,14.214,0,0,0,634.54,634.38,634.32,0,0,0,29.836,38.73,296.572,300.488,3.1,331.486,0,0,0,8.8,72.7,20.312,20.952,-0.042,-0.022,-1.64,-0.04,16.296,0,-2,-0.544,3.34,40.668,48.52,53.22,54.18,98.702,20.992,-0.014,13.84,8.92,49.676,37.578,401,0,435,0,0,59.11,50.926,58.17,51.558,40.196,65.1,58.32,75.24,53.76,-0.002,0,-0.002,-0.006,0,-0.006,12.64,19.558,500.48,-13.2,-33.472,652.392,-6.6,74.994,85.316,394.452,393.9,391.672,336.108,362.958,354.882,56.624,588.216,587.456,881.068,-59.078,-2.24,5.104,324.16,199.42,-0.16,27.2,35.492,-0.91,-0.584,160.076,16.252,0.85,0,-1.6,0,59.28,45.54,55.66,53.94,375.9,-0.1,80.848,129.802,709.58,17.392,11.26,7.3,245.596,244.58,238.856,714.2,11.666,14.606,33.11,31.34,394,373,405,404.6,403.4,0.03,103.03,260.958,254.908,57.928,58.812,393.4,17.742,15.336,411.76,24.912,27.272,300.8,301.1,-2.5,-64.8,529.8,379.12,-0.284,0,0,48.346,0,31.23,59.31,665.8,463.6,135.856,146.552,600.52,600.66,0,0,27.546,823,241.2,258.4,-2.3,196.9,26.41,26.206,16.222,38.368,-0.8,-0.7,-0.4,5.914,16.6,16.6,397.792,408.192,629.056,647.512,-55.44,-1.994,36.764,0,0,0,0,0,0,0,411.106,413.34,417.362,-0.546,-0.522,97.468,69.868,30.884,26.576,28.64,15.32,43.51,35.074,157.71,312.386,244.194,68.24,164.582
43,82.32,8.456,24.108,36.06,23.728,4.044,16.76,7.56,-0.584,-0.644,-0.86,-0.87,1.234,12.41,19.404,11.1,10.42,19.844,-72.58,168.39,314.6,249.2,-7.28,270.18,7.764,86.4,116.626,48.62,223.272,237.888,248.346,0,595.998,6.404,20.712,-0.008,33.032,46.558,6.862,10.76,481.6,104.894,86.122,98.402,96.574,733.6,441.4,-1.4,-0.3,-0.5,0,-5.2,-0.2,6.732,72.52,57.92,19.89,0,0,0,638.02,638.5,639.266,0,0,0,18.01,18.43,334.534,329.748,6.76,295.054,0,0,0,9.214,66.22,20.338,20.97,-0.022,-0.042,-1.66,-0.02,16.314,0,-2,-0.502,5.894,47.604,54.1,58.06,66.16,98.698,23.71,-0.014,60.58,26.68,57.678,37.088,385.3,0,366.6,0,0,63.558,57.862,62.31,65.612,61.716,58,64.76,76.34,65.48,-0.002,0,-0.002,-0.006,0,-0.004,16.3,18.12,499.936,-13.24,-33.368,650.864,-6.592,51.894,62.136,398.272,395.24,390.372,340.194,362.092,355.658,46.618,587.864,587.312,752.754,-57.216,-2.25,5.168,-5.74,214.32,-0.16,31.6,31.262,-0.908,-0.578,172.172,11.484,0.41,0,-1.4,0,55.36,42.86,56.82,54.3,375.3,-0.1,66.052,127.002,709.9,12.158,2.98,8.28,206.716,237.94,192.256,742.4,7.94,14.698,52.41,96.6,386.2,321.2,384.2,405.8,370,0.01,98.23,258.738,258.548,106.6,117.3,401.6,19.346,19.198,411.96,23.85,26.7,306.3,301.2,-2.4,-64.48,474,379.02,-0.312,0,0,55.24,0,32.4,45.656,791.2,155.814,135.844,146.65,600.98,600.88,0,0,15.836,582.7,143.3,135.3,-0.7,199.5,26.972,22.516,19.736,34.828,-1,-0.6,-0.5,8.21,23.7,23.7,400.392,406.996,629.928,646.368,-55.336,-2.034,36.538,0,0,0,0,0,0,0,421.28,423.94,423.918,-0.28,-0.178,84.788,90.088,32.722,26.362,34.246,24.42,43.36,27.706,150.156,322.548,268.174,68.66,171.002
