settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
33,67.36,23.1,14.426,44.9,36.232,2.954,5.3,12.376,92.176,88.106,128.956,116.456,12.024,24.158,8.876,11.786,0.362,46.006,-69.57,183.71,439.4,435.2,22.96,305.28,2.582,29.26,57.572,23.06,279.468,274.68,260.568,0,595.856,12.36,0.89,-0.01,21.288,56.976,8.884,10.98,631.19,96.884,80.274,98.43,94.326,712.4,679.4,-1.6,300.3,300.3,0,35.3,300,6.526,46.88,28.264,11.96,0,0,0,644.96,644.68,644.566,0,0,0,35.342,20.768,319.05,338.208,5.62,268.126,24.074,0,24.032,4.998,70.52,-0.006,20.97,-0.022,-0.042,-1.6,86.76,16.326,148.6,147.8,-1.132,4.734,66.364,72.6,74.26,69.7,-0.042,16.436,-0.026,40.22,20.48,31.374,29.958,-2.3,0,393.6,0,0,100.856,85.278,99.962,26.322,15.056,133.9,140.26,141.6,141.2,-0.002,0,0,-0.004,0,-0.006,23.22,20.014,505.408,409.104,-33.84,654.808,-5.736,100.594,100.916,393.712,395.84,392.192,383.608,408.2,418.864,40.15,582.856,590.712,721.094,-59.412,-2.21,5.44,350.86,-3.866,-0.16,24.62,43.34,-0.888,-0.608,110.5,14.628,0.75,1.238,-1.6,0,92.62,82.7,74.24,84.88,730.28,-0.08,57.466,95.616,701.52,6.386,20.74,13.234,243.078,242.2,216.478,846.4,8.802,14.604,80.64,0,435,443.4,437.4,433.4,425,0.06,58.74,270.398,233.648,56.59,55.99,-2.2,29.514,24.606,364.56,27.382,28.608,341,369.8,-3.8,-60.9,746,365.42,-0.274,0,0,48.784,0,39.278,78.04,782.2,522.2,136.342,128.112,601.22,598.5,1.436,0,11.358,838.3,428.4,429.6,432,428.1,20.936,21.718,10.66,54.006,-0.4,-0.9,-0.5,5.88,67.6,67.6,251.71,241.656,623.784,-19.48,-43.344,-1.902,20.242,0,0,0,0,0,0,0,297.244,401.9,416.516,0.076,-0.056,94.908,139.848,19.732,15.042,50.954,24.02,-65.97,28.764,156.006,259.728,276.254,133.12,190.682
34,89.78,20.744,16.056,38.52,30.08,2.822,4.26,15.862,64.164,55.214,59.622,64.742,30.514,8.526,10.644,7.552,1.158,36.836,-70.49,202.55,440.2,436.4,23.18,394.38,2.932,25.6,50.92,23.48,312.606,302.652,312.984,0,595.306,9.522,2.808,-0.01,22.936,40.04,6.9,8.178,714.96,86.466,70.282,82.526,84.238,711.4,680,-1.5,300.3,300.2,0,-1.6,300,5.86,64.2,42.41,8.104,0,0,0,645.02,645.06,644.866,0,0,0,39.322,19.248,319.382,338.328,4.06,402.19,24.122,0,24.092,6.972,44.94,14.642,20.938,-0.654,46.616,-1.6,89.06,16.326,148.5,147.9,-1.116,6.48,72.084,75.36,77.8,78.22,-0.042,11.292,-0.026,38.34,18.32,34.662,31.66,-2.4,0,423.6,0,0,115.328,91.092,115.902,33.276,19.868,131.48,133.3,136.46,138.74,-0.002,0,0,-0.006,0,-0.006,17.38,21.866,505.544,419.696,-33.848,655.128,-5.712,104.114,102.236,395.092,396.54,392.272,386.946,412.722,418.568,41.558,583.336,590.496,722.228,-58.396,-2.2,4.734,388.46,-3.876,-0.16,23.06,33.342,-0.892,-0.61,116.73,14.874,0.602,0.968,-1.4,0,108.38,95.68,83.48,93.18,729.9,-0.1,58.396,82.262,701.4,6.732,17.46,11.21,259.198,165.08,220.218,848.6,11.726,14.664,77.08,0,434.6,444.6,438,433.2,425,0.06,69.47,269.858,229.768,72.898,61.908,-2.4,36.754,33.456,411.16,28.404,27.842,365.4,369.7,-3.8,-60.78,747.8,366.38,-0.286,0,0,48.73,0,39.132,77.978,774.4,522,128.602,120.088,601,598.68,40.688,38.244,13.516,837.9,428,429.8,432.6,427.6,28.038,35.046,21.68,15.468,-0.6,-0.8,-0.6,3.944,62.8,62.8,220.952,356.196,623.952,-19.52,-43.392,-1.922,21.582,0,0,0,0,0,0,0,417.392,415.42,416.412,-0.752,-0.212,127.828,152.908,29.282,17.898,37.078,30.28,-62.11,31.758,146.876,275.368,260.614,127.64,190.942
35,73.94,22.226,15.402,42.08,38.452,4.05,4.9,12.37,61.358,55.184,67.03,71.664,30.954,10.754,14.508,10.952,1.354,43.266,-70.658,190.19,439.6,435,22.52,409.5,6.582,31.48,40.222,14.44,272.664,289.8,263.592,0,595.474,6.146,7.114,-0.01,24.916,41.724,7.456,10.648,701.91,67.114,43.722,65.85,62.982,712,679.6,-1.5,261.9,300.3,0,271.1,300,4.942,66.72,40.272,6.696,0,0,0,643.98,644.78,644.858,0,0,0,15.188,17.488,317.548,338.328,1.38,426.238,24.096,0,24.07,7.206,45.86,19.928,20.968,-1.242,90.378,-1.6,89.06,16.334,148.6,147.8,-1.112,4.394,74.948,79.42,79.96,80.74,-0.042,10.776,-0.024,32.92,15.68,34.682,27.924,-2.4,0,425.7,0,0,111.082,109.898,112.064,39.646,29.65,84.66,71.78,75.8,69.8,-0.002,0,0,-0.004,0,-0.004,17.6,18.564,505.048,419.528,-33.896,654.776,-5.704,104.214,102.316,395.012,395.94,392.092,385.002,412.006,418.096,24.992,583.216,590.496,721.836,-58.256,-2.29,3.91,359.76,-3.88,-0.16,19.69,33.296,-0.894,-0.606,147.028,14.394,0.45,0.696,-1.6,0,96.86,83.84,75.84,83.62,730.28,-0.08,67.836,107.774,603.02,5.22,18.78,7.628,176.918,136.92,140.018,851.2,7.224,14.702,81.53,0,436.2,444.4,438.2,434.2,426,0.05,35.94,269.778,235.468,84.888,70.722,-2.2,21.252,20.648,410.9,47.466,29.916,365.3,369.7,-3.8,-60.78,755,369.14,-0.292,0,0,48.46,0,38.2,75.622,761.6,522,121.806,105.376,601.6,599.1,40.746,40.712,9.336,840.5,429.2,431.2,433.4,428.7,15.54,24.322,17.076,23.108,-0.4,-0.9,-0.6,4.114,55.5,55.5,357.812,395.596,624.784,-19.544,-43.36,-1.924,20.782,0,0,0,0,0,0,0,417.082,418.8,419.308,-0.422,-0.168,129.608,165.248,25.196,22.44,69.746,23.7,-38.85,27.37,152.52,290.948,291.174,133.76,190.282
36,81.2,12.028,7.716,43.04,36.092,4.124,3.12,16.262,104.788,107.368,125.738,133.816,17.75,9.684,29.952,9.316,1.554,48.49,-70.53,178.93,439.6,435,21.76,409.32,5.564,33.72,49.95,18.44,282.87,286.398,257.67,0,579.544,4.526,1.91,-0.01,21.968,23.258,4.382,26.972,662.14,91.836,67.074,92.07,89.5,711.8,679.8,-1.5,300.4,239.9,0,267.8,300,3.62,79.02,57.2,14.268,0,0,0,645.38,644.98,643.746,0,0,0,10.804,27.728,314.414,337.788,0.64,426.67,24.106,22.372,24.052,6.244,32.82,19.888,20.916,89.828,90.37,-1.62,89.08,16.314,148.5,147.9,-1.14,3.506,72.464,75.92,74.28,73.54,-0.042,42.068,-0.024,37.42,16.8,19.248,14.554,-2.4,0,415.8,0,0,91.556,101.824,96.194,51.272,51.096,108.32,90.76,113.94,85.74,-0.002,0,0,-0.004,0,-0.004,24.36,22.562,504.728,414.08,-33.856,652.768,-5.712,104.174,102.276,392.332,396.24,392.232,386.026,398.832,403.524,17.642,583.56,590.264,722.238,-58.548,-2.39,4.758,352.46,-3.376,-0.16,44.47,40.698,-0.886,-0.608,173.332,10.128,0.308,0.77,-1.6,0,93.44,78.48,70.8,76.78,730.1,-0.1,80.086,120.83,364.78,9.294,8.6,13.624,254.198,209.5,180.118,853.2,4.07,14.654,70.78,0,436.2,445.4,438,434.2,425.6,0.02,54.67,270.038,238.188,78.764,72.25,-2.2,6.34,5.67,408.78,45.294,29.998,365.3,369.7,-3.9,-60.56,737.6,361.32,-0.288,0,0,48.682,0,37.526,69.414,733.2,533.6,129.352,126.724,601.56,598.44,40.794,40.728,15.404,847.9,430.2,430.4,433.8,429.4,16.706,19.146,16.526,37.248,-0.4,-0.8,-0.6,2.738,57.7,57.7,390.752,400.636,625.08,-19.528,-43.496,-1.914,16.39,0,0,0,0,0,0,0,417.916,419,419.558,-0.276,-0.498,130.268,162.028,20.486,25.476,67.162,17.8,-9.54,24.552,144.53,279.868,257.014,113.9,191.222
37,86.5,14.706,5.198,28.08,27.688,3.738,3.9,3.636,106.198,103.646,158.382,153.792,25.946,13.116,43.552,22.482,1.006,29.684,-69.758,196.17,440.6,436.6,21.32,409.5,3.048,34.38,44.512,19.5,274.932,289.926,275.184,0,616.052,5.132,5.816,-0.01,18.168,22.652,4.108,32.326,480.62,62.612,55.636,56.304,61.982,711,680.8,-1.5,300.4,300.3,0,296.1,300,4.53,70.2,47.164,21.63,0,0,0,644.6,644.84,644.64,0,0,0,7.868,21.908,312.684,337.868,2.26,427.678,24.112,24.04,24.058,3.788,25.94,19.968,20.984,90.386,90.348,-0.98,88.94,16.356,148.5,147.8,-1.148,2.728,69.748,70.84,72.54,69.48,10.338,43.948,-0.018,40.14,18.14,15.41,14.014,-2.4,0,429.2,0,0,97.026,91.978,98.854,66.534,67.57,119.16,109.92,118.46,101.32,-0.002,0,0,-0.004,0,-0.006,29.54,4.636,504.632,401.152,-33.656,649.592,-5.672,104.234,102.316,385.212,394.4,392.172,382.106,396.648,415.936,31.596,583.768,589.856,726.064,-58.238,-2.36,5.322,350.86,-1.48,-0.16,30.21,46.492,-0.89,-0.608,183.076,6.536,0.436,1.028,-1.6,0,98.12,83.54,74.68,80,730.1,-0.1,105.09,124.116,343,6.292,9.78,18.696,296.878,269.2,265.838,853.2,5.872,14.678,68.07,0,435.8,446.2,439,434.4,426,0.11,58.47,273.918,250.148,119.442,96.002,-2.2,9.548,9.882,416.84,13.26,22.13,365.4,369.7,-3.8,-60.1,760.2,372.14,-0.278,0,0,48.418,0,33.44,54.338,640.6,527.4,130,127.574,601.22,598.94,40.754,40.736,15.886,848.7,430.2,431.6,434.2,429.9,23.984,23.958,14.568,27.846,-0.4,-0.9,-0.6,3.65,70.5,70.5,397.772,405.056,624.688,-18.416,-43.256,-1.882,36.93,0,0,0,0,0,0,0,418.392,418.92,418.654,0.128,0.126,99.508,126.988,8.86,22.44,40.66,11.2,-7.62,27.302,129.818,266.488,231.474,102.88,190.382
38,82.84,11.314,9.138,20.08,14.58,1.844,3.48,15.154,77.808,81.522,98.004,91.616,30.174,17.252,52.944,27.556,2.288,34.236,-69.558,174.37,441,437.4,22.08,409.5,3.468,36.54,44.36,23.4,312.732,337.554,298.746,0,618.104,6.868,3.048,-0.01,12.824,40.676,6.484,31.458,673.03,42.128,23.106,26.496,44.002,712.2,680.4,-1.6,300.4,231.7,0,200.9,272.2,6.114,74.68,47.794,18.894,0,0,0,645.34,644.94,644.06,0,0,0,3.446,21.448,319.002,338.208,4.64,427.534,24.114,24.036,24.054,6.066,61.42,19.906,20.932,85.51,84.316,26.78,87.28,16.322,148.6,147.9,-1.128,1.912,74.944,77.14,75.98,79.36,91.574,39.348,-0.01,43.32,19.76,17.19,22.528,-2.4,0,420.2,0,0,107.078,98.098,109.826,62.156,64.414,91.14,84.98,97.38,80.62,-0.002,0,0,-0.004,0,-0.004,23.58,11.162,504.224,400.984,-33.936,651.48,-5.72,104.214,102.236,394.012,395.68,391.632,384.924,404.798,409.912,51.256,582.784,590.608,726.048,-58.336,-2.4,4.948,369.96,-1.498,-0.16,27.1,24.35,-0.89,-0.606,165.352,5.552,0.646,1.05,-1.6,0,94.8,79.82,67.66,74.34,729.5,-0.1,110.056,125.942,335.3,13.434,13.48,12.08,265.978,208.88,266.798,851.8,13.792,14.648,47.02,0,437,446.6,439.2,435,426.4,0.04,60.49,273.978,250.808,146.674,124.138,-2.2,17.256,17.128,410.64,14.462,16.516,365.3,369.8,-3.8,-60.34,750.2,364.6,-0.284,0,0,44.08,0,26.734,55.934,765,522.8,134.276,136.66,601.36,599.12,37.278,39.618,13.852,848.6,431.2,431.6,434.7,430.7,20.6,20.666,13.67,9.328,-0.4,-0.9,-0.6,4.024,71,71,398.772,406.636,625.344,25.224,-43.576,-1.874,34.974,0,0,0,0,0,0,0,419.178,420.54,419.942,-0.698,-0.302,92.168,104.548,12.584,19.43,29.862,6.88,-7.78,27.704,88.45,198.068,163.474,69.74,188.642
39,67,9.926,10.374,25.46,16.424,1.814,1.368,12.502,103.538,113.734,144.698,138.742,29.372,14.636,48.26,16.802,2.784,17.582,-69.46,149.55,441,437.8,20.78,409.5,4.446,44.22,34.518,24.1,301.644,316.764,335.034,0,628.284,6.604,5.696,-0.01,17.718,28.588,5.392,29.476,776.63,87.878,77.032,86.456,85.678,712,680.8,-1.7,60.2,-2.6,0,-5.2,-4.3,3.524,73.9,45.662,25.814,0,0,0,644.98,644.88,644.352,0,0,0,6.192,19.048,320.06,338.368,5.92,428.542,24.126,24.04,24.06,4.052,46.06,19.956,20.946,-1.052,-0.022,-1.62,8.64,16.328,60,67.1,-1.182,2.794,79.184,80.34,80.1,80.62,-0.042,34.444,-0.01,64.66,28.96,41.418,28.166,-2.5,0,421.6,0,0,116.096,110.806,119.186,71.128,66.032,74.6,75.76,92.2,77.32,-0.002,0,0,-0.004,0,-0.006,9.68,13.61,503.496,400.64,-33.912,649.216,-5.68,104.094,102.356,393.592,394.6,391.592,383.242,402.974,412.162,70.518,580.792,590.256,729.034,-58.284,-2.35,4.882,350.66,-1.51,-0.16,22.25,6.53,-0.89,-0.606,117.232,6.3,0.41,0.97,-1.6,0,106.7,91.78,79.86,88.6,729.68,-0.08,112.494,128.778,338.46,10.814,24.62,7.512,277.238,221.68,205.878,855.4,20.68,14.596,44.05,0,436.8,446.2,439.2,435,426.4,-0.69,51.76,275.078,257.008,147.846,133.568,-2.4,6.012,4.954,412.18,13.46,17.586,365.4,369.7,-3.9,-60.58,750.6,366.16,-0.294,0,0,34.18,0,25.036,66.232,780.2,523.4,140.984,144.966,601.14,598.3,0,0.196,20.372,847.2,171.5,421.4,424.7,173.2,14.758,16.632,12.086,24.748,-0.4,-0.9,-0.5,1.348,69.7,69.7,381.132,394.836,625.568,53.768,-43.704,-1.874,34.53,0,0,0,0,0,0,0,398.602,387.18,420.218,-0.702,-0.418,51.968,56.528,20.912,20.622,21.258,8.92,-6.97,39.454,100.804,231.348,201.814,74.02,124.762
40,79.02,18.536,13.452,20.3,11.752,2.53,1.714,7.624,109.686,118.076,138.39,144.136,20.118,28.86,45.884,8.988,2.948,13.778,-69.656,145.57,440.6,438.4,21.2,411.12,4.408,42.38,56.926,67.3,262.836,262.71,278.586,0,623.64,17.964,2.184,-0.01,18.288,14.512,3.148,26.998,777.32,88.832,73.88,92.302,89.094,712.4,681.2,-1.5,-0.3,-0.5,0,-5.2,-1.6,3.94,82.4,48.772,32.354,0,0,0,644.86,644.84,643.322,0,0,0,11.042,26.628,319.958,338.328,11.34,425.662,24.11,24.018,24.054,5.006,47.94,19.062,20.986,-0.022,-0.042,-1.62,-0.04,16.322,117.1,36.1,-1.15,5.962,77.328,80.16,80.52,81.44,-0.042,23.642,-0.01,62.74,34.16,21.956,16.452,-2.4,0,422.6,0,0,115.604,107.048,118.514,69.666,55.822,70.64,66.58,91.7,74.58,-0.002,0,0,-0.004,0,-0.004,5.06,6.358,503.96,400.64,-33.864,649.792,-5.688,78.134,74.756,394.792,395.9,392.032,384.126,408.338,409.64,74.682,583.04,590.584,728.834,-57.716,-2.34,4.744,350.86,-1.48,-0.16,15.4,9.286,-0.898,-0.618,71.674,3.642,0.272,0.698,-1.6,0,116.42,103.32,84.8,96.72,730.9,-0.1,117.89,129.222,340.06,3.784,22.64,4.026,295.758,222.68,255.218,856.2,23.472,14.692,47.96,0,437.2,447.6,439.6,435.4,426.4,-0.1,50.64,274.498,250.548,146.396,119.85,-2.2,1.22,2.588,410.66,11.364,19.648,365.3,369.7,-3.8,-60.62,755.4,366.48,-0.302,0,0,31.676,0,23.826,65.112,782.4,524.8,139.048,143.088,601.46,599.12,0,0,15.536,836.5,-2.7,421.8,420.3,-2.4,13.286,15.016,12.446,31.088,-0.4,-0.9,-0.6,3.17,83.1,83.1,307.152,386.476,624.96,83.104,-43.696,-1.874,36.44,0,0,0,0,0,0,0,417.932,369.88,420.876,-0.292,-0.236,56.188,67.968,28.516,19.48,20.312,12.24,-8.12,44.956,125.068,140.408,214.534,86.44,149.522
41,71.32,10.458,12.856,35.18,23.376,0.928,2.764,16.036,56.998,45.82,75.196,67.952,9.044,22.314,43.092,7.128,2.66,23.34,-69.764,89.71,440.8,438.8,20.88,411.3,6.742,48.1,67.072,65.12,329.238,332.262,333.27,0,690.714,7.266,6.544,-0.01,16.562,15.514,2.846,15.764,693.43,95.11,77.172,96.704,91.612,711.6,682.4,-1.5,-0.2,-0.5,0,-5.2,-0.2,4.17,74.2,49.694,20.736,0,0,0,644.8,644.7,644.652,0,0,0,20.996,34.886,320.08,338.128,0.98,421.774,24.126,24.04,24.058,4.376,42.12,-0.006,19.002,-0.042,-0.022,-1.62,-0.02,16.354,86.2,135,-1.09,6.104,76.184,79.18,81.4,85.44,-0.042,15.64,-0.01,60.64,30.86,4.23,2.312,-2.4,0,429,0,0,130.976,94.104,134.288,67.496,58.558,71.1,66.9,66.82,63.26,-0.002,0,0,-0.004,0,-0.004,6.3,14.922,504.344,400.136,-33.752,648.68,-5.664,73.914,81.136,381.952,383.4,391.212,369.16,388.006,408.944,45.376,582.576,590.336,728.822,-57.252,-2.33,5.544,402.86,-1.49,-0.16,14.92,11.604,-0.898,-0.618,48.57,14.112,0.494,1.082,-1.6,0,122.44,108.68,76.52,87.9,674.9,-0.1,107.392,112.958,339.36,-0.042,10.66,3.02,252.858,213.98,258.978,856.4,21.074,14.648,70.46,0,424.8,435.4,428,423.4,427,0.04,42.16,275.358,261.308,127.392,101.286,-2.2,3.578,4.788,452.94,19.614,25.812,365.3,369.7,-3.8,-60.72,762.8,204.66,-0.292,0,0,33.038,0,30.496,65.48,783.2,443.4,140.8,142.436,601.62,598.58,0,0,14.03,840.9,-1,161.8,163.6,-0.9,11.986,14.222,11.862,12.366,-0.4,-0.8,-0.6,5.048,92,92,398.052,408.696,625.24,82.216,-43.56,-1.892,32.08,0,0,0,0,0,0,0,421.06,421.92,421.534,0.5,0.206,52.968,82.368,27.936,23.502,22.856,15.54,-7.46,37.654,114.546,165.908,169.974,113.78,189.222
42,72.26,8.848,14.924,29.58,25.082,1.04,5.1,21.702,43.392,44.478,68.824,89.896,9.75,21.106,34.838,11.692,2.542,38.994,-69.942,94.174,441.6,439,20.88,411.12,5.602,50.68,69.85,57.24,315.756,316.512,333.9,0,642.838,3.012,9.32,-0.01,16.028,37.772,4.628,9.558,301.57,87.75,74.73,91.716,81.704,712.4,681.6,-1.6,-0.3,-0.5,0,-5.2,-3.3,3.16,79.24,47.886,10.006,0,0,0,644.64,645.1,644.324,0,0,0,14.16,35.908,319.662,338.268,2.38,409.534,24.108,24.03,24.056,2.44,31.1,-0.008,0,-0.042,-0.042,-1.64,-0.04,16.33,86.1,36.4,-1.144,2.938,80.306,80.4,84.14,85.98,-0.042,7.55,-0.01,58.38,31.52,7.346,7.31,-2.4,0,404.7,0,0,136.834,111.302,142.038,66.894,62.612,69.94,66.96,83.6,61.08,-0.002,0,0,-0.006,0,-0.006,10.12,20.918,504.352,401.024,-33.864,650.76,-5.704,102.494,100.456,393.752,370.2,371.032,374.142,410.294,417.846,41.586,580.824,590.584,728.814,-57.39,-2.36,5.738,442.86,-1.478,-0.16,21.65,21.814,-0.894,-0.612,18.938,15.922,0.17,0.576,-1.4,0,139.86,122.94,107.54,120.94,620.1,-0.1,85.664,85.594,339.16,2.446,10.96,2.732,75.238,57.34,85.158,843,17.2,14.712,40.2,0,426,435.8,428.4,424,427.2,0.01,43.22,274.378,259.308,110.88,89.332,-2.2,2.098,3.632,426.82,19.456,23.108,340.9,340.2,-3.9,-61.06,753.2,-2.886,-0.28,0,0,43.13,0,31.046,57.422,761.8,398,140.764,145.842,601.12,599.14,0,0,11.632,849.4,-0.9,-2.5,-2.1,-0.8,11.772,14.178,11.238,17.686,-0.2,-0.9,-0.6,4.878,79.8,79.8,390.832,355.656,627.128,84.312,-43.808,-1.922,30.582,0,0,0,0,0,0,0,421.218,422.46,422.708,-0.638,-0.268,93.268,97.488,29.348,21.896,20.222,14.92,-8.08,36.572,78.73,224.028,142.154,77.88,189.922
43,64.62,9.36,13.57,31.48,24.49,1.546,3.86,19.134,81.102,100.732,109.882,121.818,13.408,15.018,26.792,19.832,3.456,26.982,-72.66,156.434,422,424.4,21.54,402.66,4.24,59.1,55.252,44.18,298.116,331.254,333.9,0,671.268,2.756,7.038,-0.01,8.89,35.942,5.058,14.522,-4.66,89.472,66.888,88.09,86.856,711.2,682.4,-1.6,-0.2,-0.5,0,44.7,-2.5,5.212,76.08,48.67,12.452,0,0,0,640.22,644.98,644.918,0,0,0,26.128,26.948,319.812,338.346,1.28,425.374,24.11,24.02,24.058,1.7,49.58,-0.006,-0.002,-0.022,-0.042,-1.66,-0.02,16.316,-2,54.6,-1.064,2.572,82.526,83.32,84.46,85,-0.042,7.068,-0.016,59.12,32.48,15.302,11.472,-2.4,0,414.8,0,0,135.01,130.21,139.534,60.366,59.532,65.74,54.74,47.68,36.6,-0.002,0,0,-0.004,0,-0.004,31.28,16.664,504.856,400.8,-33.944,650.128,-5.712,104.054,102.276,394.932,396.48,391.312,385.962,412.638,417.71,33.024,582.752,589.384,730.612,-57.566,-2.2,5.218,377.46,-1.44,-0.16,27.09,12.44,-0.896,-0.618,51.124,16.918,0.348,0.82,-1.6,0,145.42,126.64,118.56,137.48,458.3,-0.1,89.528,105.528,339.62,4.11,12.94,10.53,120.138,136.02,79.358,857.8,16.53,14.612,46.03,0,437.4,446.8,439.6,435.4,427.2,-0.02,35.93,271.078,242.308,114.276,87.59,-2.2,2.144,4.302,411.56,24.826,25.666,346,358.6,-3.8,-60.94,745,-2.74,-0.29,0,0,44.778,0,18.728,51.174,781.6,302,141.112,144.592,601.42,599.08,0,0,9.63,847.4,-0.9,-0.8,-1.6,-0.9,13.49,16.2,12.55,22.928,-0.2,-0.9,-0.6,6.224,84.1,84.1,300.452,339.796,627.64,89.312,-43.912,-1.932,30.378,0,0,0,0,0,0,0,421.238,359.04,401.572,-0.758,-0.532,75.648,68.608,29.968,23.238,21.766,14.86,-8.76,33.054,108.346,189.748,147.814,61.18,190.082
