settlementPeriod,T_ABRBO-1,T_ACHRW-1,T_AFTOW-1,T_AKGLW-2,T_AKGLW-3,T_ANSUW-1,T_ARCHW-1,T_BDCHW-1,T_BEATO-1,T_BEATO-2,T_BEATO-3,T_BEATO-4,T_BEINW-1,T_BHLAW-1,T_BLKWW-1,T_BLLA-1,T_BLLA-2,T_BOWLW-1,T_BPGRD-1,T_BRBEO-1,T_CARR-1,T_CARR-2,T_CASKD-1,T_CDCL-1,T_CGTHW-1,T_CLDCW-1,T_CLDNW-1,T_CLDSW-1,T_CNQPS-1,T_CNQPS-2,T_CNQPS-3,T_CNQPS-4,T_COSO-1,T_COUWW-1,T_CREAW-1,T_CRGHD-1,T_CRGHW-1,T_CRYRW-2,T_CRYRW-3,T_DALQW-1,T_DAMC-1,T_DBAWO-1,T_DBAWO-2,T_DBAWO-3,T_DBAWO-4,T_DBAWO-5,T_DDGNO-1,T_DDGNO-2,T_DDGNO-3,T_DDGNO-4,T_DIDCB5,T_DIDCB6,T_DINO-1,T_DINO-2,T_DINO-3,T_DINO-4,T_DINO-5,T_DINO-6,T_DNLWW-1,T_DOREW-1,T_DOREW-2,T_DOUGW-1,T_DRAXX-1,T_DRAXX-10G,T_DRAXX-12G,T_DRAXX-2,T_DRAXX-3,T_DRAXX-4,T_DRAXX-5,T_DRAXX-6,T_DRAXX-9G,T_DRSLW-1,T_DUNGW-1,T_EAAO-1,T_EAAO-2,T_EDINW-1,T_EECL-1,T_ERRO-1,T_ERRO-2,T_ERRO-3,T_EWHLW-1,T_FALGW-1,T_FASN-1,T_FASN-2,T_FERGD-1,T_FERGD-2,T_FFES-1,T_FFES-2,T_FFES-3,T_FFES-4,T_FINL-1,T_FOYE-1,T_FOYE-2,T_FOYED-1,T_FSDLW-1,T_GANW-11,T_GANW-13,T_GANW-22,T_GANW-24,T_GLNDO-1,T_GLWSW-1,T_GNAPW-1,T_GNFSW-1,T_GNFSW-2,T_GORDW-1,T_GORDW-2,T_GRAI-6,T_GRAI-7,T_GRAI-8,T_GRAI1G,T_GRAI4G,T_GRGBW-1,T_GRGBW-2,T_GRGBW-3,T_GRIFW-1,T_GRIFW-2,T_GYMR-15,T_GYMR-17,T_GYMR-26,T_GYMR-28,T_GYMRD-16,T_GYMRD-2,T_GYMRD-E10,T_GYMRD-E11,T_GYMRD-W10,T_GYMRD-W11,T_HADHW-1,T_HALSW-1,T_HEYM11,T_HEYM12,T_HEYM2-D,T_HEYM27,T_HEYM28,T_HMGTO-1,T_HMGTO-2,T_HOWAO-1,T_HOWAO-2,T_HOWAO-3,T_HOWBO-1,T_HOWBO-2,T_HOWBO-3,T_HRSTW-1,T_HRTL-1,T_HRTL-2,T_HUMR-1,T_HUMRD-1,T_INDQ-1,T_JGPR-1,T_KEAD-1,T_KEAD-2,T_KEADGT-3,T_KENNW-1,T_KILBW-1,T_KILLPG-1,T_KILLPG-2,T_KLGLW-1,T_KPMRW-1,T_KTHLW-1,T_KYPEW-1,T_LAGA-1,T_LARKS-1,T_LARYW-1,T_LARYW-2,T_LARYW-3,T_LARYW-4,T_LBAR-1,T_LBAR-1G,T_LNCSW-1,T_LNCSW-2,T_MEDP-1,T_MIDMW-1,T_MILWW-1,T_MKHLW-1,T_MOWEO-1,T_MOWEO-2,T_MOWEO-3,T_MRWD-1,T_MYGPW-1,T_NANT-1,T_NNGAO-1,T_OMNDW-1,T_PEHE-1,T_PEMB-11,T_PEMB-21,T_PEMB-31,T_PEMB-41,T_PEMB-51,T_PNYCB-1,T_PNYCW-1,T_RCBKO-1,T_RCBKO-2,T_RMPNO-1,T_RMPNO-2,T_ROCK-1,T_RREW-1,T_RRWW-1,T_RYHPS-1,T_SAKNW-1,T_SANQW-1,T_SCCL-1,T_SCCL-2,T_SCCL-3,T_SCCL-4,T_SEAB-1,T_SEAB-2,T_SEEL-1,T_SGRWO-1,T_SGRWO-2,T_SGRWO-3,T_SGRWO-4,T_SGRWO-5,T_SGRWO-6,T_SHBA-1,T_SHBA-2,T_SHRSW-1,T_SHRSW-2,T_SIZB-1,T_SIZB-2,T_SLOY-2,T_SLOY-3,T_SOKYW-1,T_SPLN-1,T_STAY-1,T_STAY-2,T_STAY-3,T_STAY-4,T_STLGW-1,T_STLGW-2,T_STLGW-3,T_STRNW-1,T_SUTB-1,T_SVRP-10,T_SVRP-20,T_TDBNW-1,T_THNTO-1,T_THNTO-2,T_TKNEW-1,T_TKNWW-1,T_TORN-1,T_TORN-2,T_TORN-D,T_TSREP-1,T_TWSHW-1,T_USKM-13,T_WBUGT-1,T_WBUGT-4,T_WBUPS-1,T_WBUPS-2,T_WBUPS-3,T_WBUPS-4,T_WBURB-1,T_WBURB-2,T_WBURB-3,T_WBURB-41,T_WBURB-43,T_WDNSO-1,T_WDNSO-2,T_WDRGW-1,T_WHIHW-1,T_WHILW-1,T_WHILW-2,T_WILCT-1,T_WISTW-2,T_WLNYO-2,T_WLNYO-3,T_WLNYO-4,T_WLNYW-1,T_WTMSO-1
33,-0.982,0.824,5.096,5.54,7.128,0.92,10.88,8.068,14.046,10.608,20.932,18.32,2.162,41.306,16.14,15.082,13.008,25.842,-38.63,109.01,177,176.8,11.8,286.38,4.1,28.6,27.574,12.86,-4.914,0,-4.41,-3.906,-1.652,1.36,0.47,-0.006,7.918,8.53,0.83,8.302,-4.03,0,0,0,0,0,9.97,17.856,12.42,9.794,0,-0.8,0,0,-1.2,0,-1.4,0,3.504,-0.438,-0.206,7.858,0,0,0,0,574.2,489.26,0,0,0,8.04,14.376,17.662,14.008,20.3,173.952,0,0,0,11.732,0,-0.006,-0.002,-0.858,-1.446,-0.022,17.438,-0.04,-0.04,0,66.5,32.7,-1.096,2.61,22.668,23.08,20.32,-0.3,-0.042,9.9,1.48,47,15.8,11.664,7.024,0,-2.3,-1.8,0,0,4.178,49.19,4.844,12.67,13.198,120.2,0,139.38,0,-0.002,0,0,-0.002,0,-0.004,0,10.908,492.712,532.56,-35.68,638.776,0,65.77,32.496,52.874,86.514,112.574,110.322,46.728,70.48,21.84,574.472,573.896,253.258,-41.96,-2.15,8.456,-2.04,730.26,-0.16,10.37,10.968,-0.75,-0.54,28.232,21.25,0.394,13.016,-1,32.46,41.88,35.5,34.84,33.52,169.02,-0.02,74.238,79.232,-4.704,5.672,3.48,7.02,-0.004,115.278,53.638,-0.4,4.07,0,0,43.45,0,404.6,412.4,0,400.6,405,-0.03,111.58,174.718,122.524,194.684,197.478,0,9.104,13.01,0,8.754,5.66,-5.5,340.5,0,-38.76,-5.402,-3.02,-0.366,0,0,-1.444,-0.844,-1.804,-2.694,-3.978,-0.526,30.73,25.392,593.64,592.5,0,0,15.894,537.5,-0.6,225.6,405.3,0,9.498,11.736,9.31,4.892,-1,-0.5,-0.3,4.414,18.892,19.654,205.732,232.216,628.624,637.416,-54.224,-1.218,5.192,0,0,0,0,0,0,0,0.044,0,-2.132,-0.044,-0.068,71.908,73.008,2.544,4.688,73.19,34.28,2.68,8.236,61.82,115.498,130.412,51.1,128.862
34,-0.42,0.504,4.09,10.04,13.01,0.828,10.06,8.514,9.046,5.794,19.864,13.936,2.242,18.786,14.754,17.52,12.184,24.69,-38.574,137.93,207.4,220.8,12.68,219.24,4.24,42.12,43.616,28.9,-4.914,0,-4.41,-3.906,-1.67,1.81,1.278,-0.006,5.738,29.36,3.28,9.69,-4.07,0,0,0,0,0,24.39,21.636,24.05,21.87,0,-0.9,0,0,-1.1,0,-1.5,0,2.468,0.97,0.996,7.388,0,0,0,0,583.9,480,0,0,0,8.36,11.316,22.342,21.108,13.9,189.36,0,0,0,12.186,0,-0.006,-0.002,-0.7,-1.746,-0.042,41.584,-0.02,-0.02,0,32.8,-1.9,-0.992,1.736,4.264,6.1,5.34,0.7,-0.042,11.562,1.006,49.78,23.86,12.874,7.142,0,-2.4,14.5,0,0,5.174,5.698,4.26,8.998,9.522,139.92,0,140.64,0,-0.002,0,0,-0.002,0,-0.004,0,12.01,492.064,532.376,-35.544,638.424,0,72.69,36.136,43.954,60.914,91.074,77.828,31.776,60.4,30.8,574.488,573.424,225.454,-41.92,-2.14,8.426,-2.04,652.14,-0.16,10.53,12.436,-0.75,-0.542,26.998,23.404,0.236,18.114,-1.2,40.27,33.52,28.1,21.6,21.18,616.42,-0.02,76.958,97.556,-4.73,6.106,5.16,5.44,-0.004,96.958,60.578,-0.6,5.838,0,0,47.32,0,381.6,384,0,385.8,397.2,-0.02,107.31,179.858,108.002,185.054,179,0,10.51,14.374,0,8.808,4.794,-6.7,340.5,0,-38.46,1.938,44.29,-0.342,0,0,-1.57,-0.83,-1.738,-2.668,-7.568,-0.474,33.52,18.188,593.68,593.18,0,0,26.16,771.7,-0.5,246.8,405.2,0,6.716,5.57,3.764,2.608,-0.8,-0.5,-0.4,4.57,12.426,12.326,159.572,153.376,628.136,636.928,-53.968,-1.272,3.942,0,0,0,0,0,0,0,0.046,0,-2.23,-0.046,-0.072,70.668,73.708,5.066,4.41,77.28,29.84,1.99,10.588,68.6,141.598,155.812,49.78,108.082
35,0.7,1.612,4.408,19.78,22.918,1.124,5.5,7.028,12.964,6.544,15.882,11.714,6.624,11.176,7,17.512,11.434,25.776,-38.254,154.23,416,415.4,12.02,326.52,3.1,37.9,42.636,39.86,-6.552,0,-4.41,-3.906,-1.83,2.714,-0.52,-0.006,7.19,28.912,3.808,11.094,-4.07,0,0,0,0,0,38.466,24.666,32.122,34.26,0,-1.1,0,0,-1.2,0,-1.4,0,3.496,1.234,1.514,8.604,0,0,0,0,611.38,480.14,0,0,0,6.58,8.816,73.998,93.808,8.42,367.776,0,0,0,12.054,0,-0.006,-0.002,-0.606,-1.83,-0.022,-1.216,-0.04,-0.04,0,45.3,-1.9,-1.024,2.964,5.926,10.78,12.64,13.36,-0.042,17.64,1.568,44.9,19.08,8.398,4.492,0,-2.3,50.7,0,0,13.658,15.354,14.686,8.118,8.998,140.32,0,140.4,0,-0.002,0,0,-0.004,0,-0.006,0,10.176,491.528,531.88,-35.56,639.448,0,53.262,34.536,37.794,47.254,68.814,68.034,37.282,53.72,11.716,575.048,573.984,264.856,-41.48,-2.14,8.892,-2.04,764.72,-0.16,14.21,8.516,-0.748,-0.54,36.442,28.006,0.51,18.826,-1,21.41,45.34,39.5,16.96,16.1,713.2,0,53.466,75.394,-4.118,8.49,4.44,6.64,-0.004,109.118,46.238,-0.6,4.022,0,0,43.61,0,419,429.8,0,413.6,417.2,-0.02,102.43,129.538,97.584,163.61,123.948,0,11.332,14.596,0,4.926,2.942,-6.8,340.5,0,-38.48,229.2,151.82,-0.34,0,0,-1.662,-0.736,-1.712,-2.684,284,-0.442,22.91,22.808,594.28,592.98,0,0,17.738,787.1,-0.5,411.8,406.9,0,8.54,6.526,4.49,-0.338,-1,-0.6,-0.4,5.268,22.756,18.914,140.752,129.996,627.936,636.376,-53.872,-1.252,4.334,0,0,0,0,0,0,0,0.044,0,-2.232,-0.044,-0.068,93.468,100.968,4.882,4.05,63.6,24.28,1.87,9.132,89.964,146.978,187.85,69.34,125.842
36,-0.888,2.884,6.262,18.2,21.172,1.56,4.14,7.654,15.128,14.974,19.168,13.774,17.592,10.942,7.994,14.748,12.442,21.414,-38.466,191.97,423.2,416.8,12.68,324.18,4.96,36.82,44.192,23.68,66.528,0,-4.41,-3.906,-1.666,2.108,-0.526,-0.006,5.766,20.46,3.66,13.012,-4.04,0,0,0,0,0,38.824,24.568,26.864,34.936,0,-1.1,0,0,-1.1,0,-1.5,0,1.972,-0.14,1.02,9.01,0,0,0,0,618.62,444.44,0,0,0,9.78,4.696,193.718,159.568,8.88,387.072,0,0,0,9.884,0,-0.006,-0.002,-1.16,-1.774,-0.042,-1.216,-0.02,-0.02,0,41.7,-2,-0.998,2.292,4.148,4,5.08,-0.62,-0.042,14.054,0.596,42.86,18.7,7.31,3.794,0,-2.3,40.8,0,0,-1.29,9.344,-1.1,18.7,17.286,140.26,0,140.54,0,-0.002,0,0,-0.004,0,-0.006,0,9.672,491.36,531.24,-35.44,637.432,0,60.956,34.296,35.274,43.734,58.354,65.87,32.226,45.2,4.496,575.752,574.52,327.452,-40.88,-2.14,8.66,-2.04,802.74,-0.16,7.24,7.456,-0.75,-0.54,35.81,23.404,0.214,14.876,-1.2,18.75,49.98,39.62,25.42,23.94,704.62,-0.02,63.714,64.092,-5.37,10.43,12.6,1.52,-0.004,105.578,43.558,-0.4,0.894,0.932,0,39.34,0,419,430.6,0,414.2,416.8,-0.02,98.41,96.018,84.364,172.63,133.116,0,15.978,20.638,0,2.39,4.656,95.4,340.6,0,-38.06,449.4,298.92,-0.338,0,0,-1.706,-0.696,-1.626,-2.646,549.4,-0.46,18.42,10.138,593.68,593.24,0,0,28.102,755.8,-0.6,413.4,405.7,0,9.858,6.94,3.674,-0.326,-0.8,-0.5,-0.4,4.016,17.802,16.228,126.072,174.956,628.52,636.784,-53.864,-1.242,4.894,0,0,0,0,0,0,0,0.046,0,-2.23,-0.046,-0.07,127.028,129.408,8.652,6.452,45.57,17.24,1.79,13.656,90.018,134.198,193.85,79.44,97.062
37,-0.946,6.366,7.172,16.4,17.228,2.444,2.78,6.006,14.4,13.754,22.15,19.15,12.5,26.382,13.406,10.952,7.132,30.978,-39.074,221.91,423.2,416.8,11.48,298.26,9.36,9.074,18.01,12.88,160.272,0,-4.536,-3.906,-1.744,2.864,-0.254,-0.004,7.162,22.788,3.072,12.636,-4.02,0,0,0,0,0,47.052,36.78,38.78,42.81,0,-1,0,0,-1.2,0,-1.5,0,2.926,0.528,1.518,8.748,0,0,0,0,616.7,439.66,0,0,0,11.4,6.176,83.66,71.988,8.24,304.704,0,0,0,11.92,0,-0.006,-0.002,-1.078,-1.212,-0.022,-0.006,-0.04,-0.04,0,142.8,-1.9,-1.016,2.81,0.106,0.82,0.86,0.78,-0.042,15.248,0.546,47.12,21.68,6.658,5.272,0,-2.3,58.3,0,0,-1.17,-0.134,-1.456,26.628,26.384,139.9,0,140.46,0,-0.002,0,0,-0.004,0,-0.006,0,9.768,491.464,531.544,-35.48,637.616,0,40.156,29.576,30.894,37.714,53.554,53.888,33.774,42.58,13.38,575.352,574.312,280.85,-40.9,-2.14,8.14,-1.94,707.16,-0.16,10.99,10.79,-0.748,-0.54,21.15,21.444,0.322,13.144,-1,22.84,40.4,35.58,17.66,17.62,608.22,-0.02,54.294,75.51,-5.178,3.588,9.56,2.04,-0.004,89.658,43.678,-0.6,2.59,15.23,0,48.11,0,424,433,0,419.2,423,-0.02,101.51,84.758,71.6,170.02,142.552,0,17.124,20.626,0,5.168,5.918,200.7,340.5,0,-38.16,697.6,347.36,-0.342,0,0,-1.456,-1.096,-1.504,-2.524,719.8,-0.46,25.208,14.21,593.72,592.96,0,0,23.77,585.1,-0.5,413.8,416.8,0,15.114,10.248,4.022,-0.328,-0.8,-0.6,-0.4,4.012,21.826,20.206,122.512,166.176,628.656,637.512,-53.896,-1.232,7.204,0,0,0,0,0,0,0,0.044,0,-2.134,-0.044,-0.068,148.828,135.348,7.86,6.22,38.98,13.36,2,14.978,100.31,140.418,189.392,89.4,49.702
38,-0.992,5.616,7.572,12.4,13.038,3.456,5.48,4.864,13.488,12.904,16.354,12.772,15.83,24.49,14.926,8.23,5.856,27.324,-38.752,189.37,423.6,417.2,11.8,301.5,10.56,6.04,1.924,24.3,237.636,0,-4.41,-3.906,-1.83,2.42,0.934,-0.004,10.048,13.322,2.018,7.296,-4,0,0,0,0,0,24.444,14.986,20.84,20.112,0,-1.1,0,0,-1.1,0,-1.4,0,2.638,3.26,1.982,7.836,0,0,0,0,618.74,440.1,0,0,0,8.86,21.016,92.434,96.688,5.98,372.816,0,0,0,10.192,0,-0.006,-0.002,-1.008,-1.488,-0.042,-0.022,-0.02,-0.02,0,148.3,23.9,-1.092,4.068,10.104,11.76,4,7.06,3.62,5.738,1.224,31.7,15.34,5.614,5.368,0,-2.3,92.1,0,0,1.588,13.362,0.438,13.792,16.79,140.54,0,140.62,0,-0.002,0,0,-0.002,0,-0.006,0,6.136,491.976,531.464,-35.32,634.744,0,34.518,26.916,27.614,29.134,37.454,41.232,38.256,48.44,15.36,575.224,574.128,298.448,-40.72,-2.13,7.36,-2.14,780.8,-0.16,4.44,9.434,-0.75,-0.542,23.168,14.59,0.39,8.388,-1,16.48,69.5,60.6,32.9,31.4,708.42,-0.02,24.706,41.162,-4.124,1.346,13.18,2.62,-0.004,86.918,35.318,-0.4,3.142,15.336,0,46.97,0,424.6,433.2,0,420.8,424.8,-0.02,101.26,54.278,41.544,170.234,119.264,0,13.44,19.436,0,1.602,8.218,301.1,340.5,0,-38.22,709.6,353.72,-0.37,0,0,-1.48,-1.106,-0.61,-2.518,737,-0.462,34.13,20.596,593.92,593.2,0,0,24.95,608.7,-0.5,415,418.7,0,20.216,16.898,8.554,-0.192,-0.8,-0.5,-0.4,4.866,26.278,22.444,104.292,77.436,628.328,637.152,-53.792,-1.192,9.088,0,0,0,0,0,0,0,0.044,0,-2.134,-0.044,-0.066,134.608,122.188,6.082,10.104,29.08,12.46,0.06,14.112,86.102,191.398,202.45,81.46,48.702
39,-0.972,4.612,2.788,10.42,12.382,2.652,4.06,4.182,12.504,10.94,10.86,9.722,12.034,25.654,9.918,7.178,4.022,38.564,-38.486,178.91,424.2,418,12.68,298.62,14.66,17.6,14.684,20.58,254.646,0,-4.41,-3.906,-1.662,2.924,0.598,-0.004,11.124,13.008,1.632,7.378,-4.01,0,0,0,0,0,15.552,10.096,10.74,13.022,0,-1.2,0,0,-1.2,0,-1.4,0,4.09,-0.154,0.816,4.798,0,0,0,0,616.06,439.7,0,0,0,5.42,20.776,89.536,99.068,6.26,389.664,0,0,0,11.17,0,-0.006,-0.002,-0.766,-1.662,-0.042,-0.042,-0.04,84.46,0,148.6,-2,-0.998,3.246,15.748,15.08,9.48,10.68,98.626,5.216,0.372,27.72,14.16,5.08,3.776,0,-2.3,151.4,0,0,4.688,30.224,4.036,11.316,11.354,140.14,0,140.52,0,-0.002,0,0,-0.002,0,-0.006,0,4.506,491.896,530.592,-35.264,632.504,0,15.366,13.876,24.934,30.734,39.314,41.732,36.53,49.76,30.56,574.208,574.72,328.852,-40.76,-2.12,7.244,-1.94,805.72,-0.16,3.07,9.504,-0.748,-0.542,21.04,14.762,0.362,7.916,-1,9.8,35.82,32.54,20.58,19.22,717.8,0,31.026,32.08,-4.052,1.904,16.8,5.48,-0.004,91.338,42.238,-0.6,5.036,15.258,0,59.71,0,425.4,434,0,421,425,-0.03,87.27,55.978,67.264,177.226,144.928,0,10.732,16.274,0,4.06,5.72,301.2,340.6,0,-38.22,690.6,352.34,-0.342,0,0,-1.502,-1.136,1.368,-1.366,738,-0.458,65.906,57.296,594.1,592.96,0,0,15.904,754.8,-0.6,340.8,419.8,0,20.704,17.74,13.128,0.298,-0.8,-0.6,-0.4,8.258,20.658,19.744,44.71,43.636,627.8,637.528,-53.848,-1.212,7.556,0,0,0,0,0,0,0,0.044,0,-2.032,-0.044,-0.068,152.208,149.448,2.052,8.322,24.72,10.38,0.43,8.148,112.396,203.338,243.89,101.02,31.962
40,-0.994,3.874,2.878,8.26,8.928,2.652,0.344,3.558,7.66,5.2,8.29,5.458,12.174,33.066,10.586,5.74,3.904,39.946,-37.634,166.57,426.2,420.4,12.02,307.8,10.2,4.452,9.684,36.6,258.552,0,-4.41,-3.906,-1.86,1.754,0.702,-0.004,12.706,14.764,1.676,5.83,-4,0,0,0,0,0,5.22,4.59,2.93,5.412,0,-1.2,0,0,-1.1,0,-1.5,0,3.148,0.04,0.866,4.2,0,0,0,0,616,440.26,0,0,0,2.36,19.316,78.796,89.368,5.64,404.64,2.358,0,0.76,15.73,0,-0.006,-0.002,-0.61,-1.406,-0.552,-0.698,-0.02,88.48,1.206,148.3,53.8,-1.11,2.85,16.466,16.78,11.3,7.26,98.716,3.668,-0.22,23.96,10.62,5.088,3.668,0,-2.3,181.4,0,0,7.224,28.7,6.956,5.936,4.962,140.4,0,140.52,0,-0.002,0,0,-0.002,0,-0.006,0,3.62,490.52,530,-35.224,631.976,0,9.336,7.036,33.154,34.614,39.994,42.744,62.154,65.96,16.42,576,574.456,328.846,-41.06,-2.11,7.48,-2.04,805.4,-0.16,2.24,8.48,-0.748,-0.54,2.206,10.706,0.286,7.168,-0.8,4.85,30.56,28.58,17.08,16.52,720.82,-0.02,26.892,25.776,-4.086,2.642,8.72,2.92,-0.004,68.378,33.278,-0.4,3.654,15.384,0,55,0,425.4,434.4,0,421.6,424.2,-0.02,73.66,94.998,60.462,167.344,129.95,0,12.454,18.39,0,1.724,3.506,301.1,339.7,0,-38.06,719,357.92,-0.336,0,0,1.608,-0.494,6.85,6.928,736.4,-0.458,32.646,42.87,593.68,593.4,3.322,0,14.19,773.1,-0.5,320.4,419.2,0,18.562,19.518,14.18,4.892,-1,-0.6,-0.3,6.912,24.408,22.006,14.852,21.556,628.872,638.112,-53.896,-1.192,5.362,0,0,0,0,0,0,0,0.044,0,-2.036,-0.044,-0.064,165.668,159.228,2.446,7.064,24.93,10.3,2.64,8.216,117.316,190.278,251.152,105.76,22.822
41,-0.908,3.18,1.966,14.3,17.44,1.342,-0.14,2.974,6.652,5.712,5.562,4.314,12.464,28.268,7.848,6.586,3.126,42.608,-38.538,160.39,427.2,421.6,11.26,349.38,7.6,24.06,19.022,30.92,276.318,0,-4.41,-3.906,-1.742,1.318,-0.438,-0.004,9.944,20.69,3.09,7.32,-4.01,0,0,0,0,0,1.734,2.084,0.706,1.972,0,-1,0,0,-1.2,0,-1.4,0,2.16,0.7,1.64,4.056,0,0,0,0,601.26,440,0,0,0,0.256,10.696,73.852,84.068,4.04,352.944,21.774,0,24.05,9.582,0,-0.006,-0.002,-0.868,-1.25,-1.236,-1.236,-0.04,88.42,9.404,148.1,144.4,-1.094,2.292,16.466,19.04,11.92,7.7,98.68,5.156,-0.184,31.82,13.44,4.948,2.32,0,-2.2,334.8,0,0,13.464,22.224,13.75,4.922,5.082,139.24,0,140.5,0,-0.002,0,0,-0.002,0,-0.006,0,4.112,490.816,530.624,-35.496,633.616,0,13.902,5.516,49.454,50.394,53.954,57.328,69.384,80.12,6.68,575.096,575.736,330.052,-41.12,-2.12,6.01,-2.03,810.56,-0.17,3.38,8.06,-0.754,-0.546,-0.522,13.652,0.214,11.146,-1,2.04,30.44,27.08,17.16,16.28,721.22,-0.02,42.822,40.678,-4.098,2.892,7.36,0.522,-0.004,63.378,36.638,-0.6,1.604,15.15,0,57.03,0,425.6,434.8,0,421.8,426.2,-0.02,58.14,41.638,31.564,162.29,110.084,0,8.754,16.386,0,3.8,3.188,301.1,339.7,0,-38.44,624.4,345.74,-0.336,0,0,7.454,0.034,11.2,15.2,739.4,-0.45,10.296,11.918,593.66,595.58,37.682,0,8.884,779.1,-0.5,383.6,419.8,0,15.568,21.918,19.98,6.032,-1,-0.5,-0.5,4.824,54.536,50.03,4.69,6.716,628.576,639.536,-54.168,-1.212,4.318,0,0,0,0,0,0,0,0.042,0,-2.13,-0.042,-0.07,171.608,165.688,0.732,5.132,33.442,14.66,-1.81,2.352,119.68,196.838,254.35,108.92,13.342
42,-0.928,1.198,0.498,12.82,14.432,1.19,-0.342,0.692,7.106,5.622,6.76,3.852,15.558,31.934,4.434,8.572,3.962,44.13,-37.918,158.79,417.8,421.6,12.56,396,9.94,22.82,15.274,21.66,257.04,0,-4.41,-3.78,-1.682,1.07,-0.262,-0.004,7.85,18.546,2.474,7.856,-4.02,0,0,0,0,0,-0.174,0.014,-0.638,0.104,0,-0.9,0,0,-1.1,0,-1.5,0,1.144,0.52,1.67,4.144,0,0,0,0,604.76,440.04,0,0,0,-0.422,9.896,94.334,107.228,3.92,245.808,0,0,0.278,6.75,0,-0.006,-0.002,-0.996,-1.572,-1.218,-1.216,-0.02,88.38,0,148.6,147.9,-1.096,1.752,9.548,9.3,7.2,4.76,98.692,4.236,-0.124,26.4,12.68,4.264,1.054,0,-2.3,407.7,0,0,30.12,19.112,28.068,5.758,5.568,140.4,0,140.56,0,-0.002,0,-0.002,-0.004,0,-0.006,0,1.398,491.528,531.48,-35.432,637.608,0,44.904,21.876,43.494,46.674,61.534,62.68,65.034,97.06,4.2,574.688,574.488,335.454,-40.98,-2.12,5.066,-1.94,810.44,-0.16,5.23,4.646,-0.758,-0.552,-0.634,15.234,0.222,9.964,-1,0.78,38.66,35.12,27.8,23.28,721.6,0,31.93,30.068,-4.056,0.58,11.62,-0.542,-0.004,77.198,45.578,-0.4,0.46,15.298,0,67.97,0,426.6,435.2,0,422.4,426,-0.02,59.91,36.878,20.564,142.872,107.988,0,16.35,20.31,0,6.544,3.08,301.1,339.6,0,-38.5,613,350.98,-0.334,0,0,18.138,1.488,20.8,19.496,741.2,-0.446,30.772,19.656,594.3,596.34,0,0,3.218,782,-0.5,417.2,420.4,0,12.134,23.94,14.57,2.672,-0.8,-0.6,-0.4,2.564,43.202,42.156,-1.276,8.396,628.216,639.944,-54.128,-1.222,3.732,0,0,0,0,0,0,0,0.04,0,-2.04,-0.04,-0.06,174.568,180.668,0.046,4.724,22.33,8.1,-2.82,0.604,144.964,226.698,284.35,136.92,25.922
43,-0.89,0.338,0.248,16.02,16.75,0.89,-0.588,1.512,9.492,9.49,8.154,5.686,7.65,17.58,2.6,7.276,3.638,53.99,-38.3,120.55,375.2,412,13.12,401.4,10.18,25.8,22.398,12.6,259.812,0,-4.536,-3.906,-1.83,1.136,2.624,-0.004,7.522,11.942,1.898,6.102,-4.02,0,0,0,0,0,-0.748,-0.532,-0.84,-0.67,0,-0.9,0,0,-1.1,0,-1.4,0,0.404,0.68,1.014,4.102,0,0,0,0,606.88,439.84,0,0,0,0.2,12.476,76.652,84.888,3.88,282.814,0,0,0,2.898,0,-0.006,-0.002,-0.65,-1.22,-1.238,15.576,-0.04,88.36,0,148.6,147.9,-1.098,1.338,10.884,12.28,18.86,12.84,98.692,3.396,-0.128,17.14,8.86,2.994,1.052,0,-2.3,357.1,0,0,26.816,27.554,24.802,4.338,4.31,118.62,0,139.74,0,-0.002,0,0,-0.002,0,-0.006,0,0.97,491.928,532.184,-35.32,634.648,0,42.608,30.636,40.094,43.774,57.934,62.29,53.646,76.36,2.098,574.024,574.584,338.25,-41,-2.1,5.226,-1.94,812.8,-0.16,5.28,2.648,-0.756,-0.552,1.384,11.024,0.128,9.384,-1,0.04,43,42.1,34.94,34.86,723.82,-0.02,15.802,20.8,-4.056,1.946,8.88,-0.48,-0.004,83.998,49.398,-0.6,1.262,15.374,0,72.97,0,427.2,435.8,0,423.2,427,-0.02,52.96,81.918,88.222,162.328,109.738,0,13.882,20.286,0,2.166,2.516,301,339.7,0,-38.22,631,356.98,-0.37,0,0,24.75,1.854,21.628,15.204,742,-0.47,47.718,32.36,593.9,596.6,0,0,2.428,784.1,-0.6,416.8,421,0,17.124,23.784,15.292,1.972,-1,-0.5,-0.5,1,24.392,22.834,15.032,59.196,627.872,640.576,-53.984,-1.222,2.414,0,0,0,0,0,0,0,0.04,0,-2.042,-0.04,-0.058,177.588,189.768,0.028,2.288,23.22,12.32,-3.68,1.236,149.904,224.098,267.752,152.26,28.762
